,X,Y,Z,W
0,-0.9999999644104703,0.00026636383808134416,1.4229057477171348e-05,5.186309794774202e-06
1,-0.001958279219805238,3.0563824599845016e-05,-0.00024490988077489927,-0.9999961451659348
2,0.9999789209478464,-0.00034908555765003786,-2.4793388311425384e-05,-0.005865818278425405
3,0.011723302123588115,-2.9739747136828514e-05,0.00014141568420427024,0.9999255484776148
4,-0.9998016210965347,0.0001765098905998648,5.533248557736179e-07,0.01953035094055995
5,-0.029291716591419603,2.1242111395362438e-05,-1.884352968679393e-05,-0.9995613688417457
6,0.999147493552802,-0.00015060292369998527,-6.540162150694317e-06,-0.0410046934546402
7,0.05466205733344481,-2.9549632132436895e-05,0.0001402206113206927,0.9984915362367527
8,-0.9975139925708775,0.00022385158157137226,2.466508146801591e-05,0.07025154886132966
9,-0.08777710201222398,3.1494176915128164e-05,-0.00014581353968722038,-0.9961229046847311
10,0.9942169919169912,-0.00016518379216871735,-1.8513080739854978e-05,-0.10721201166656293
11,0.12854881434573215,-2.8994612690200746e-05,0.00011361153968860802,0.9916820274428956
12,-0.9883956128058018,0.00027009381943040315,4.5560520720301016e-05,0.151750715675435
13,-0.1767987155797715,5.771759043529158e-05,-0.0001872041427711406,-0.9842218273681471
14,0.9790181384843202,-0.00026010918638899935,-5.131162974478945e-05,-0.20364191607412857
15,0.23223649005865973,-6.971830595067216e-05,0.00018935143249623786,0.9726299275013567
16,-0.9648976168432112,0.000286668104637096,7.469104058463185e-05,0.2625099879857902
17,-0.29439290407771723,0.00010130692285855113,-0.00020059550367575895,-0.955650537592986
18,0.9447104692748485,-0.0002733206581464817,-8.730280927506531e-05,-0.3278008845380337
19,0.3626255919862106,-9.551195883983293e-05,0.00014499571707066094,0.9318960307450563
20,-0.9170197661866493,0.00030610513954747317,0.0001284125041138168,0.3987460243808552
21,-0.43601099365077944,0.00018376859090720544,-0.0002573140069871452,-0.8998968047591136
22,0.8803342728105229,-0.00020509774659717314,-8.941034878642707e-05,-0.47426538387560074
23,0.5133144816589531,-0.00017779543088723959,0.00019954278938695035,0.8581494629482511
24,-0.8331562350436181,0.00021759665746015814,0.0001305623201132333,0.5529549219632284
25,-0.592963142909288,0.00019290554999877048,-0.0001935177843275726,-0.8051703862045873
26,0.7740541623511713,-0.0001951954611110395,-0.00015094475360183152,-0.633041075590251
27,0.6730003364846471,-0.00019607970781848773,0.0001699080745218558,0.7395725621467932
28,-0.7016435793532614,0.00011677909083748712,0.0001148704470448494,0.7124531843113603
29,-0.7509690144395818,0.0002395882279195961,-0.00017428584702946996,-0.660253689056524
30,0.6150971040842255,-7.567300396816067e-05,-0.00011188982086812561,-0.7883788429664086
31,0.824098153775009,-0.00018766983279883134,0.00011225595035805438,0.5663427003876635
32,-0.5137165708449064,9.401317097999166e-05,0.0001939859389174714,0.8578888573033921
33,-0.8892231267759039,0.0002673723346802799,-0.00012652882995255605,-0.4573361792246373
34,0.397416021695368,-8.857709334032894e-05,-0.00028564123086952814,-0.9175679037847252
35,0.9425900842165905,-0.00023837423058148472,8.341863917606378e-05,0.33375214821732174
36,-0.2668148296506588,4.283042024890469e-05,0.0003136401799250753,0.9636765946409604
37,-0.9804379282744845,0.00028734733302482454,-5.762288515835202e-05,-0.19646985072887604
