,X,Y,Z,W
0,0.0,0.0,0.0,1.0
1,-0.9999961854028152,2.142523328016351e-05,-1.5814476295068237e-05,0.0019530975165694476
2,-0.005859351736021064,2.388360440380733e-07,1.0472530078071078e-05,-0.9999790200434386
3,0.9999256108210299,-2.3505550307840773e-05,2.2352683780302083e-05,-0.011718829541589454
4,0.01952978417315575,-8.072670464525214e-06,-1.2178441254443765e-05,0.9998016476420887
5,-0.9995613686744367,2.6575979401990263e-05,-1.9497741616066822e-05,0.029291717518861823
6,-0.041005232832086624,3.222508942094774e-06,9.830803914999534e-06,-0.9991474827349198
7,0.9984916459754349,-2.2406380089462144e-05,1.5309097354868814e-05,-0.05466023384699533
8,0.07025324720238776,-4.2397404041002106e-07,-5.322792501268891e-06,0.9975138983688465
9,-0.9961231318142569,1.6233871596482795e-05,-1.186518713803988e-05,0.08777464889657458
10,-0.10721077818489866,4.841775201256124e-06,3.186434382916199e-07,-0.994217138812204
11,0.9916820880857037,-8.74135888578914e-06,1.0043103271108475e-05,-0.12854839930515813
12,0.1517517725575426,-1.1557744875545884e-05,8.97052522609307e-07,0.9883954884252828
13,-0.9842226511246143,8.606662043803737e-06,-1.4369242451284087e-05,0.17679423748513123
14,-0.20364191885878166,1.624021938988528e-05,4.145609242611206e-06,-0.9790181736596623
15,0.9726314091895482,-6.606331186090768e-06,1.4399386205575357e-05,-0.2322303716304899
16,0.2625043798985762,-2.2384994178158337e-05,2.674649685551568e-07,0.964899187776768
17,-0.9556517892522627,7.2934453461488045e-06,-2.7068218556703987e-05,0.29438892538237593
18,-0.32779452219783095,2.655621660973662e-05,-1.003043498632973e-06,-0.9447127200891503
19,0.931896475230999,-5.134730638012103e-06,3.1372971674504506e-05,-0.36262448989201485
20,0.3987378074603571,-2.637118366404888e-05,-7.014753303585991e-06,0.9170233987656713
21,-0.8999016739002214,1.0617470413664738e-05,-3.293130403737015e-05,0.43600105721864224
22,-0.4742607818593326,2.6153328994211338e-05,1.1953130203081775e-05,-0.880336780016659
23,0.8581509743597492,-1.59854731665226e-05,3.317976359445967e-05,-0.5133120231561821
24,0.552955779902072,-2.465271671315857e-05,-8.279443881734137e-06,0.8331557038794293
25,-0.805173918822243,7.126139279665793e-06,-2.842326226046853e-05,0.5929584082557202
26,-0.6330404032221262,2.4310115027462296e-05,2.345574668581136e-06,-0.774054751174041
27,0.7395756650866379,-3.4807706680365695e-07,2.5437743950876317e-05,-0.6729969761219462
28,0.7124517670712044,-1.937169273854906e-05,6.128178595310188e-06,0.7016450372516937
29,-0.6602544552171191,1.0918876407687389e-06,-1.5615810611435142e-05,0.7509683991088313
30,-0.7883774385499995,7.263444911710876e-06,-1.1750264882367021e-05,-0.6150989188172131
31,0.5663458780502224,4.599467086401659e-06,1.658754477973128e-05,-0.8240959988243813
32,0.8578897657405289,-1.050337687084289e-06,1.132513155357454e-05,0.5137150988858407
33,-0.45733706289103837,-1.1811452222844769e-05,-9.50541498637413e-06,0.8892227213666721
34,-0.917566593324643,-1.979782647248131e-06,-1.4440959633064585e-05,-0.3974191595721455
35,0.33375293623563346,1.3987006116291322e-05,7.454635092600181e-06,-0.9425898388943861
36,0.9636766445791856,6.197497097075881e-06,2.18210329046027e-05,0.26681483609977763
37,-0.19646986383198412,-1.7586950570473406e-05,-4.571964794738657e-06,0.9804379692816444
38,-0.9923141364154926,-1.6755734445834287e-05,-2.5250171285987127e-05,-0.12315786840257875
39,0.04740893829228178,9.44862302880756e-06,2.304486467018117e-06,-0.9988011844692641
40,0.999450478613976,1.749341391018511e-05,1.927309462216933e-05,-0.03076265748837473
41,0.11068897600042768,-3.727260720977082e-07,-2.601920805157557e-06,0.9937765035038726
42,-0.9813882559479845,-5.723902451502695e-06,-1.8739125460574077e-05,0.19161702949706658
43,-0.2733432059426575,2.565199861208719e-06,4.383341703570638e-06,-0.961831417185772
44,0.934789286922209,-7.925420238228017e-06,2.448153741856998e-05,-0.35496670354999404
45,0.4355227523354885,-6.2385850249696e-06,-3.4821531109924904e-07,0.9000825036012641
46,-0.8573298076215649,1.418553395775024e-05,-3.399127458965422e-05,0.5145972906110553
47,-0.5909008624823526,1.5054896380721336e-05,-3.4063096359943762e-06,-0.8066332212586966
48,0.7477139481577649,-9.2837130940227e-06,3.459293246914455e-05,-0.6638832924674727
49,0.7323559445473875,-9.21138444659486e-06,8.97529796757218e-06,0.6807849426103904
50,-0.6062587756202331,1.062698810592049e-05,-2.6843117438313015e-05,0.7951477067360624
51,-0.8515440381949595,6.432137953050376e-06,-6.16179552149461e-06,-0.5240978179176079
52,0.43520613628201216,-1.4897437483416887e-05,1.835105476864082e-05,-0.9002208630010781
53,0.9404042614764234,-9.348432604044961e-07,1.4094778093086254e-05,0.3397616831053546
54,-0.23877535916183584,1.691940624496633e-05,-8.949821725935955e-06,0.9709689475282989
55,-0.9909477153848926,-6.056825392749301e-06,-1.7525598432194446e-05,-0.13346612845615347
56,0.024394524295222306,-5.429144066893918e-06,5.816918569106254e-06,-0.9995957601562496
57,0.9961066832226378,1.201304022069966e-05,3.174699515047318e-05,-0.0869163182682686
58,0.19878041107064037,3.863822449234964e-06,6.032724834745028e-07,0.9799313932562752
59,-0.9505405111441186,-1.0444183709971972e-05,-3.28885853288636e-05,0.31023881048799057
60,-0.41934914926685696,-9.612179811250794e-06,-1.1566925951422329e-05,-0.9076992189492026
61,0.8515194973865146,5.653400502355797e-06,3.7091152385545894e-05,-0.5241014624105271
62,0.6232152281680974,3.502781395329844e-06,2.2721453293971133e-05,0.7818994672318542
63,-0.6996356326935663,1.286678800810138e-06,-3.227741488196447e-05,0.7143319938133136
64,-0.7960566151015469,-1.2673635820005772e-05,-2.079768190415607e-05,-0.6050208932971729
65,0.49925455764949045,-1.120133226471008e-05,3.259758624895575e-05,-0.8663125890312442
66,0.9232229650422223,1.316116708153948e-05,1.872862789261255e-05,0.3839377455332229
67,-0.2600653127550834,5.9158356732187415e-06,-2.8991746986816692e-05,0.9654589942943647
68,-0.9913655479406269,-1.5745390852732553e-05,-3.1744294037226756e-05,-0.1301368813070189
