,time
1892,7.3906
1893,7.3945
1894,7.3984
1895,7.4023
1896,7.4062
1897,7.4102
1898,7.4141
1899,7.418
1900,7.4219
1901,7.4258
1902,7.4297
1903,7.4336
1904,7.4375
1905,7.4414
1906,7.4453
1907,7.4492
1908,7.4531
1909,7.457
1910,7.4609
1911,7.4648
1912,7.4688
1913,7.4727
1914,7.4766
1915,7.4805
1916,7.4844
1917,7.4883
1918,7.4922
1919,7.4961
1920,7.5
1921,7.5039
1922,7.5078
1923,7.5117
1924,7.5156
1925,7.5195
1926,7.5234
1927,7.5273
1928,7.5312
1929,7.5352
1930,7.5391
1931,7.543
1932,7.5469
1933,7.5508
1934,7.5547
1935,7.5586
1936,7.5625
1937,7.5664
1938,7.5703
1939,7.5742
1940,7.5781
1941,7.582
1942,7.5859
1943,7.5898
1944,7.5938
1945,7.5977
1946,7.6016
1947,7.6055
1948,7.6094
1949,7.6133
1950,7.6172
1951,7.6211
1952,7.625
1953,7.6289
1954,7.6328
1955,7.6367
1956,7.6406
1957,7.6445
1958,7.6484
1959,7.6523
1960,7.6562
1961,7.6602
1962,7.6641
1963,7.668
1964,7.6719
1965,7.6758
1966,7.6797
1967,7.6836
1968,7.6875
1969,7.6914
1970,7.6953
1971,7.6992
1972,7.7031
1973,7.707
1974,7.7109
1975,7.7148
1976,7.7188
1977,7.7227
1978,7.7266
1979,7.7305
1980,7.7344
1981,7.7383
1982,7.7422
1983,7.7461
1984,7.75
1985,7.7539
1986,7.7578
1987,7.7617
1988,7.7656
1989,7.7695
1990,7.7734
1991,7.7773
1992,7.7812
1993,7.7852
1994,7.7891
1995,7.793
1996,7.7969
1997,7.8008
1998,7.8047
1999,7.8086
2000,7.8125
2001,7.8164
2002,7.8203
2003,7.8242
2004,7.8281
2005,7.832
2006,7.8359
2007,7.8398
2008,7.8438
2009,7.8477
2010,7.8516
2011,7.8555
2012,7.8594
2013,7.8633
2014,7.8672
2015,7.8711
2016,7.875
2017,7.8789
2018,7.8828
2019,7.8867
2020,7.8906
2021,7.8945
2022,7.8984
2023,7.9023
2024,7.9062
2025,7.9102
2026,7.9141
2027,7.918
2028,7.9219
2029,7.9258
2030,7.9297
2031,7.9336
2032,7.9375
2033,7.9414
2034,7.9453
2035,7.9492
2036,7.9531
2037,7.957
2038,7.9609
2039,7.9648
2040,7.9688
2041,7.9727
2042,7.9766
2043,7.9805
2044,7.9844
2045,7.9883
2046,7.9922
2047,7.9961
2048,8.0
2049,8.0039
2050,8.0078
2051,8.0117
2052,8.0156
2053,8.0195
2054,8.0234
2055,8.0273
2056,8.0312
2057,8.0352
2058,8.0391
2059,8.043
2060,8.0469
2061,8.0508
2062,8.0547
2063,8.0586
2064,8.0625
2065,8.0664
2066,8.0703
2067,8.0742
2068,8.0781
2069,8.082
2070,8.0859
2071,8.0898
2072,8.0938
2073,8.0977
2074,8.1016
2075,8.1055
2076,8.1094
2077,8.1133
2078,8.1172
2079,8.1211
2080,8.125
2081,8.1289
2082,8.1328
2083,8.1367
2084,8.1406
2085,8.1445
2086,8.1484
2087,8.1523
2088,8.1562
2089,8.1602
2090,8.1641
2091,8.168
2092,8.1719
2093,8.1758
2094,8.1797
2095,8.1836
2096,8.1875
2097,8.1914
2098,8.1953
2099,8.1992
2100,8.2031
2101,8.207
2102,8.2109
2103,8.2148
2104,8.2188
2105,8.2227
2106,8.2266
2107,8.2305
2108,8.2344
2109,8.2383
2110,8.2422
2111,8.2461
2112,8.25
2113,8.2539
2114,8.2578
2115,8.2617
2116,8.2656
2117,8.2695
2118,8.2734
2119,8.2773
2120,8.2812
2121,8.2852
2122,8.2891
2123,8.293
2124,8.2969
2125,8.3008
2126,8.3047
2127,8.3086
2128,8.3125
2129,8.3164
2130,8.3203
2131,8.3242
2132,8.3281
2133,8.332
2134,8.3359
2135,8.3398
2136,8.3438
2137,8.3477
2138,8.3516
2139,8.3555
2140,8.3594
2141,8.3633
2142,8.3672
2143,8.3711
2144,8.375
2145,8.3789
2146,8.3828
2147,8.3867
2148,8.3906
2149,8.3945
2150,8.3984
2151,8.4023
2152,8.4062
2153,8.4102
2154,8.4141
2155,8.418
2156,8.4219
2157,8.4258
2158,8.4297
2159,8.4336
2160,8.4375
2161,8.4414
2162,8.4453
2163,8.4492
2164,8.4531
2165,8.457
2166,8.4609
2167,8.4648
2168,8.4688
2169,8.4727
2170,8.4766
2171,8.4805
2172,8.4844
2173,8.4883
2174,8.4922
2175,8.4961
2176,8.5
2177,8.5039
2178,8.5078
2179,8.5117
2180,8.5156
2181,8.5195
2182,8.5234
2183,8.5273
2184,8.5312
2185,8.5352
2186,8.5391
2187,8.543
2188,8.5469
2189,8.5508
2190,8.5547
2191,8.5586
2192,8.5625
2193,8.5664
2194,8.5703
2195,8.5742
2196,8.5781
2197,8.582
2198,8.5859
2199,8.5898
2200,8.5938
2201,8.5977
2202,8.6016
2203,8.6055
2204,8.6094
2205,8.6133
2206,8.6172
2207,8.6211
2208,8.625
2209,8.6289
2210,8.6328
2211,8.6367
2212,8.6406
2213,8.6445
2214,8.6484
2215,8.6523
2216,8.6562
2217,8.6602
2218,8.6641
2219,8.668
2220,8.6719
2221,8.6758
2222,8.6797
2223,8.6836
2224,8.6875
2225,8.6914
2226,8.6953
2227,8.6992
2228,8.7031
2229,8.707
2230,8.7109
2231,8.7148
2232,8.7188
2233,8.7227
2234,8.7266
2235,8.7305
2236,8.7344
2237,8.7383
2238,8.7422
2239,8.7461
2240,8.75
2241,8.7539
2242,8.7578
2243,8.7617
2244,8.7656
2245,8.7695
2246,8.7734
2247,8.7773
2248,8.7812
2249,8.7852
2250,8.7891
2251,8.793
2252,8.7969
2253,8.8008
2254,8.8047
2255,8.8086
2256,8.8125
2257,8.8164
2258,8.8203
2259,8.8242
2260,8.8281
2261,8.832
2262,8.8359
2263,8.8398
2264,8.8438
2265,8.8477
2266,8.8516
2267,8.8555
2268,8.8594
2269,8.8633
2270,8.8672
2271,8.8711
2272,8.875
2273,8.8789
2274,8.8828
2275,8.8867
2276,8.8906
2277,8.8945
2278,8.8984
2279,8.9023
2280,8.9062
2281,8.9102
2282,8.9141
2283,8.918
2284,8.9219
2285,8.9258
2286,8.9297
2287,8.9336
2288,8.9375
2289,8.9414
2290,8.9453
2291,8.9492
2292,8.9531
2293,8.957
2294,8.9609
2295,8.9648
2296,8.9688
2297,8.9727
2298,8.9766
2299,8.9805
2300,8.9844
2301,8.9883
2302,8.9922
2303,8.9961
2304,9.0
2305,9.0039
2306,9.0078
2307,9.0117
2308,9.0156
2309,9.0195
2310,9.0234
2311,9.0273
2312,9.0312
2313,9.0352
2314,9.0391
2315,9.043
2316,9.0469
2317,9.0508
2318,9.0547
2319,9.0586
2320,9.0625
2321,9.0664
2322,9.0703
2323,9.0742
2324,9.0781
2325,9.082
2326,9.0859
2327,9.0898
2328,9.0938
2329,9.0977
2330,9.1016
2331,9.1055
2332,9.1094
2333,9.1133
2334,9.1172
2335,9.1211
2336,9.125
2337,9.1289
2338,9.1328
2339,9.1367
2340,9.1406
2341,9.1445
2342,9.1484
2343,9.1523
2344,9.1562
2345,9.1602
2346,9.1641
2347,9.168
2348,9.1719
2349,9.1758
2350,9.1797
2351,9.1836
2352,9.1875
2353,9.1914
2354,9.1953
2355,9.1992
2356,9.2031
2357,9.207
2358,9.2109
2359,9.2148
2360,9.2188
2361,9.2227
2362,9.2266
2363,9.2305
2364,9.2344
2365,9.2383
2366,9.2422
2367,9.2461
2368,9.25
2369,9.2539
2370,9.2578
2371,9.2617
2372,9.2656
2373,9.2695
2374,9.2734
2375,9.2773
2376,9.2812
2377,9.2852
2378,9.2891
2379,9.293
2380,9.2969
2381,9.3008
2382,9.3047
2383,9.3086
2384,9.3125
2385,9.3164
2386,9.3203
2387,9.3242
2388,9.3281
2389,9.332
2390,9.3359
2391,9.3398
2392,9.3438
2393,9.3477
2394,9.3516
2395,9.3555
2396,9.3594
2397,9.3633
2398,9.3672
2399,9.3711
2400,9.375
2401,9.3789
2402,9.3828
2403,9.3867
2404,9.3906
2405,9.3945
2406,9.3984
2407,9.4023
2408,9.4062
2409,9.4102
2410,9.4141
2411,9.418
2412,9.4219
2413,9.4258
2414,9.4297
2415,9.4336
2416,9.4375
2417,9.4414
2418,9.4453
2419,9.4492
2420,9.4531
2421,9.457
2422,9.4609
2423,9.4648
2424,9.4688
2425,9.4727
2426,9.4766
2427,9.4805
2428,9.4844
2429,9.4883
2430,9.4922
2431,9.4961
2432,9.5
2433,9.5039
2434,9.5078
2435,9.5117
2436,9.5156
2437,9.5195
2438,9.5234
2439,9.5273
2440,9.5312
2441,9.5352
2442,9.5391
2443,9.543
2444,9.5469
2445,9.5508
2446,9.5547
2447,9.5586
2448,9.5625
2449,9.5664
2450,9.5703
2451,9.5742
2452,9.5781
2453,9.582
2454,9.5859
2455,9.5898
2456,9.5938
2457,9.5977
2458,9.6016
2459,9.6055
2460,9.6094
2461,9.6133
2462,9.6172
2463,9.6211
2464,9.625
2465,9.6289
2466,9.6328
2467,9.6367
2468,9.6406
2469,9.6445
2470,9.6484
2471,9.6523
2472,9.6562
2473,9.6602
2474,9.6641
2475,9.668
2476,9.6719
2477,9.6758
2478,9.6797
2479,9.6836
2480,9.6875
2481,9.6914
2482,9.6953
2483,9.6992
2484,9.7031
2485,9.707
2486,9.7109
2487,9.7148
2488,9.7188
2489,9.7227
2490,9.7266
2491,9.7305
2492,9.7344
2493,9.7383
2494,9.7422
2495,9.7461
2496,9.75
2497,9.7539
2498,9.7578
2499,9.7617
2500,9.7656
2501,9.7695
2502,9.7734
2503,9.7773
2504,9.7812
2505,9.7852
2506,9.7891
2507,9.793
2508,9.7969
2509,9.8008
2510,9.8047
2511,9.8086
2512,9.8125
2513,9.8164
2514,9.8203
2515,9.8242
2516,9.8281
2517,9.832
2518,9.8359
2519,9.8398
2520,9.8438
2521,9.8477
2522,9.8516
2523,9.8555
2524,9.8594
2525,9.8633
2526,9.8672
2527,9.8711
2528,9.875
2529,9.8789
2530,9.8828
2531,9.8867
2532,9.8906
2533,9.8945
2534,9.8984
2535,9.9023
2536,9.9062
2537,9.9102
2538,9.9141
2539,9.918
2540,9.9219
2541,9.9258
2542,9.9297
2543,9.9336
2544,9.9375
2545,9.9414
2546,9.9453
2547,9.9492
2548,9.9531
2549,9.957
2550,9.9609
2551,9.9648
2552,9.9688
2553,9.9727
2554,9.9766
2555,9.9805
2556,9.9844
2557,9.9883
2558,9.9922
2559,9.9961
2560,10.0
2561,10.004
2562,10.008
2563,10.012
2564,10.016
2565,10.02
2566,10.023
2567,10.027
2568,10.031
2569,10.035
2570,10.039
2571,10.043
2572,10.047
2573,10.051
2574,10.055
2575,10.059
2576,10.062
2577,10.066
2578,10.07
2579,10.074
2580,10.078
2581,10.082
2582,10.086
2583,10.09
2584,10.094
2585,10.098
2586,10.102
2587,10.105
2588,10.109
2589,10.113
2590,10.117
2591,10.121
2592,10.125
2593,10.129
2594,10.133
2595,10.137
2596,10.141
2597,10.145
2598,10.148
2599,10.152
2600,10.156
2601,10.16
2602,10.164
2603,10.168
2604,10.172
2605,10.176
2606,10.18
2607,10.184
2608,10.188
2609,10.191
2610,10.195
2611,10.199
2612,10.203
2613,10.207
2614,10.211
2615,10.215
2616,10.219
2617,10.223
2618,10.227
2619,10.23
2620,10.234
2621,10.238
2622,10.242
2623,10.246
2624,10.25
2625,10.254
2626,10.258
2627,10.262
2628,10.266
2629,10.27
2630,10.273
2631,10.277
2632,10.281
2633,10.285
2634,10.289
2635,10.293
2636,10.297
2637,10.301
2638,10.305
2639,10.309
2640,10.312
2641,10.316
2642,10.32
2643,10.324
2644,10.328
2645,10.332
2646,10.336
2647,10.34
2648,10.344
2649,10.348
2650,10.352
2651,10.355
2652,10.359
2653,10.363
2654,10.367
2655,10.371
2656,10.375
2657,10.379
2658,10.383
2659,10.387
2660,10.391
2661,10.395
2662,10.398
2663,10.402
2664,10.406
2665,10.41
2666,10.414
2667,10.418
2668,10.422
2669,10.426
2670,10.43
2671,10.434
2672,10.438
2673,10.441
2674,10.445
2675,10.449
2676,10.453
2677,10.457
2678,10.461
2679,10.465
2680,10.469
2681,10.473
2682,10.477
2683,10.48
2684,10.484
2685,10.488
2686,10.492
2687,10.496
2688,10.5
2689,10.504
2690,10.508
2691,10.512
2692,10.516
2693,10.52
2694,10.523
2695,10.527
2696,10.531
2697,10.535
2698,10.539
2699,10.543
2700,10.547
2701,10.551
2702,10.555
2703,10.559
2704,10.562
2705,10.566
2706,10.57
2707,10.574
2708,10.578
2709,10.582
2710,10.586
2711,10.59
2712,10.594
2713,10.598
2714,10.602
2715,10.605
2716,10.609
2717,10.613
2718,10.617
2719,10.621
2720,10.625
2721,10.629
2722,10.633
2723,10.637
2724,10.641
2725,10.645
2726,10.648
2727,10.652
2728,10.656
2729,10.66
2730,10.664
2731,10.668
2732,10.672
2733,10.676
2734,10.68
2735,10.684
2736,10.688
2737,10.691
2738,10.695
2739,10.699
2740,10.703
2741,10.707
2742,10.711
2743,10.715
2744,10.719
2745,10.723
2746,10.727
2747,10.73
2748,10.734
2749,10.738
2750,10.742
2751,10.746
2752,10.75
2753,10.754
2754,10.758
2755,10.762
2756,10.766
2757,10.77
2758,10.773
2759,10.777
2760,10.781
2761,10.785
2762,10.789
2763,10.793
2764,10.797
2765,10.801
2766,10.805
2767,10.809
2768,10.812
2769,10.816
2770,10.82
2771,10.824
2772,10.828
2773,10.832
2774,10.836
2775,10.84
2776,10.844
2777,10.848
2778,10.852
2779,10.855
2780,10.859
2781,10.863
2782,10.867
2783,10.871
2784,10.875
2785,10.879
2786,10.883
2787,10.887
2788,10.891
2789,10.895
2790,10.898
2791,10.902
2792,10.906
2793,10.91
2794,10.914
2795,10.918
2796,10.922
2797,10.926
2798,10.93
2799,10.934
2800,10.938
2801,10.941
2802,10.945
2803,10.949
2804,10.953
2805,10.957
2806,10.961
2807,10.965
2808,10.969
2809,10.973
2810,10.977
2811,10.98
2812,10.984
2813,10.988
2814,10.992
2815,10.996
2816,11.0
2817,11.004
2818,11.008
2819,11.012
2820,11.016
2821,11.02
2822,11.023
2823,11.027
2824,11.031
2825,11.035
2826,11.039
2827,11.043
2828,11.047
2829,11.051
2830,11.055
2831,11.059
2832,11.062
2833,11.066
2834,11.07
2835,11.074
2836,11.078
2837,11.082
2838,11.086
2839,11.09
2840,11.094
2841,11.098
2842,11.102
2843,11.105
2844,11.109
2845,11.113
2846,11.117
2847,11.121
2848,11.125
2849,11.129
2850,11.133
2851,11.137
2852,11.141
2853,11.145
2854,11.148
2855,11.152
2856,11.156
2857,11.16
2858,11.164
2859,11.168
2860,11.172
2861,11.176
2862,11.18
2863,11.184
2864,11.188
2865,11.191
2866,11.195
2867,11.199
2868,11.203
2869,11.207
2870,11.211
2871,11.215
2872,11.219
2873,11.223
2874,11.227
2875,11.23
2876,11.234
2877,11.238
2878,11.242
2879,11.246
2880,11.25
2881,11.254
2882,11.258
2883,11.262
2884,11.266
2885,11.27
2886,11.273
2887,11.277
2888,11.281
2889,11.285
2890,11.289
2891,11.293
2892,11.297
2893,11.301
2894,11.305
2895,11.309
2896,11.312
2897,11.316
2898,11.32
2899,11.324
2900,11.328
2901,11.332
2902,11.336
2903,11.34
2904,11.344
2905,11.348
2906,11.352
2907,11.355
2908,11.359
2909,11.363
2910,11.367
2911,11.371
2912,11.375
2913,11.379
2914,11.383
2915,11.387
2916,11.391
2917,11.395
2918,11.398
2919,11.402
2920,11.406
2921,11.41
2922,11.414
2923,11.418
2924,11.422
2925,11.426
2926,11.43
2927,11.434
2928,11.438
2929,11.441
2930,11.445
2931,11.449
2932,11.453
2933,11.457
2934,11.461
2935,11.465
2936,11.469
2937,11.473
2938,11.477
2939,11.48
2940,11.484
2941,11.488
2942,11.492
2943,11.496
2944,11.5
2945,11.504
2946,11.508
2947,11.512
2948,11.516
2949,11.52
2950,11.523
2951,11.527
2952,11.531
2953,11.535
2954,11.539
2955,11.543
2956,11.547
2957,11.551
2958,11.555
2959,11.559
2960,11.562
2961,11.566
2962,11.57
2963,11.574
2964,11.578
2965,11.582
2966,11.586
2967,11.59
2968,11.594
2969,11.598
2970,11.602
2971,11.605
2972,11.609
2973,11.613
2974,11.617
2975,11.621
2976,11.625
2977,11.629
2978,11.633
2979,11.637
2980,11.641
2981,11.645
2982,11.648
2983,11.652
2984,11.656
2985,11.66
2986,11.664
2987,11.668
2988,11.672
2989,11.676
2990,11.68
2991,11.684
2992,11.688
2993,11.691
2994,11.695
2995,11.699
2996,11.703
2997,11.707
2998,11.711
2999,11.715
3000,11.719
3001,11.723
3002,11.727
3003,11.73
3004,11.734
3005,11.738
3006,11.742
3007,11.746
3008,11.75
3009,11.754
3010,11.758
3011,11.762
3012,11.766
3013,11.77
3014,11.773
3015,11.777
3016,11.781
3017,11.785
3018,11.789
3019,11.793
3020,11.797
3021,11.801
3022,11.805
3023,11.809
3024,11.812
3025,11.816
3026,11.82
3027,11.824
3028,11.828
3029,11.832
3030,11.836
3031,11.84
3032,11.844
3033,11.848
3034,11.852
3035,11.855
3036,11.859
3037,11.863
3038,11.867
3039,11.871
3040,11.875
3041,11.879
3042,11.883
3043,11.887
3044,11.891
3045,11.895
3046,11.898
3047,11.902
3048,11.906
3049,11.91
3050,11.914
3051,11.918
3052,11.922
3053,11.926
3054,11.93
3055,11.934
3056,11.938
3057,11.941
3058,11.945
3059,11.949
3060,11.953
3061,11.957
3062,11.961
3063,11.965
3064,11.969
3065,11.973
3066,11.977
3067,11.98
3068,11.984
3069,11.988
3070,11.992
3071,11.996
3072,12.0
3073,12.004
3074,12.008
3075,12.012
3076,12.016
3077,12.02
3078,12.023
3079,12.027
3080,12.031
3081,12.035
3082,12.039
3083,12.043
3084,12.047
3085,12.051
3086,12.055
3087,12.059
3088,12.062
3089,12.066
3090,12.07
3091,12.074
3092,12.078
3093,12.082
3094,12.086
3095,12.09
3096,12.094
3097,12.098
3098,12.102
3099,12.105
3100,12.109
3101,12.113
3102,12.117
3103,12.121
3104,12.125
3105,12.129
3106,12.133
3107,12.137
3108,12.141
3109,12.145
3110,12.148
3111,12.152
3112,12.156
3113,12.16
3114,12.164
3115,12.168
3116,12.172
3117,12.176
3118,12.18
3119,12.184
3120,12.188
3121,12.191
3122,12.195
3123,12.199
3124,12.203
3125,12.207
3126,12.211
3127,12.215
3128,12.219
3129,12.223
3130,12.227
3131,12.23
3132,12.234
3133,12.238
3134,12.242
3135,12.246
3136,12.25
3137,12.254
3138,12.258
3139,12.262
3140,12.266
3141,12.27
3142,12.273
3143,12.277
3144,12.281
3145,12.285
3146,12.289
3147,12.293
3148,12.297
3149,12.301
3150,12.305
3151,12.309
3152,12.312
3153,12.316
3154,12.32
3155,12.324
3156,12.328
3157,12.332
3158,12.336
3159,12.34
3160,12.344
3161,12.348
3162,12.352
3163,12.355
3164,12.359
3165,12.363
3166,12.367
3167,12.371
3168,12.375
3169,12.379
3170,12.383
3171,12.387
3172,12.391
3173,12.395
3174,12.398
3175,12.402
3176,12.406
3177,12.41
3178,12.414
3179,12.418
3180,12.422
3181,12.426
3182,12.43
3183,12.434
3184,12.438
3185,12.441
3186,12.445
3187,12.449
3188,12.453
3189,12.457
3190,12.461
3191,12.465
3192,12.469
3193,12.473
3194,12.477
3195,12.48
3196,12.484
3197,12.488
3198,12.492
3199,12.496
3200,12.5
3201,12.504
3202,12.508
3203,12.512
3204,12.516
3205,12.52
3206,12.523
3207,12.527
3208,12.531
3209,12.535
3210,12.539
3211,12.543
3212,12.547
3213,12.551
3214,12.555
3215,12.559
3216,12.562
3217,12.566
3218,12.57
3219,12.574
3220,12.578
3221,12.582
3222,12.586
3223,12.59
3224,12.594
3225,12.598
3226,12.602
3227,12.605
3228,12.609
3229,12.613
3230,12.617
3231,12.621
3232,12.625
3233,12.629
3234,12.633
3235,12.637
3236,12.641
3237,12.645
3238,12.648
3239,12.652
3240,12.656
3241,12.66
3242,12.664
3243,12.668
3244,12.672
3245,12.676
3246,12.68
3247,12.684
3248,12.688
3249,12.691
3250,12.695
3251,12.699
3252,12.703
3253,12.707
3254,12.711
3255,12.715
3256,12.719
3257,12.723
3258,12.727
3259,12.73
3260,12.734
3261,12.738
3262,12.742
3263,12.746
3264,12.75
3265,12.754
3266,12.758
3267,12.762
3268,12.766
3269,12.77
3270,12.773
3271,12.777
3272,12.781
3273,12.785
3274,12.789
3275,12.793
3276,12.797
3277,12.801
3278,12.805
3279,12.809
3280,12.812
3281,12.816
3282,12.82
3283,12.824
3284,12.828
3285,12.832
3286,12.836
3287,12.84
3288,12.844
3289,12.848
3290,12.852
3291,12.855
3292,12.859
3293,12.863
3294,12.867
3295,12.871
3296,12.875
3297,12.879
3298,12.883
3299,12.887
3300,12.891
3301,12.895
3302,12.898
3303,12.902
3304,12.906
3305,12.91
3306,12.914
3307,12.918
3308,12.922
3309,12.926
3310,12.93
3311,12.934
3312,12.938
3313,12.941
3314,12.945
3315,12.949
3316,12.953
3317,12.957
3318,12.961
3319,12.965
3320,12.969
3321,12.973
3322,12.977
3323,12.98
3324,12.984
3325,12.988
3326,12.992
3327,12.996
3328,13.0
3329,13.004
3330,13.008
3331,13.012
3332,13.016
3333,13.02
3334,13.023
3335,13.027
3336,13.031
3337,13.035
3338,13.039
3339,13.043
3340,13.047
3341,13.051
3342,13.055
3343,13.059
3344,13.062
3345,13.066
3346,13.07
3347,13.074
3348,13.078
3349,13.082
3350,13.086
3351,13.09
3352,13.094
3353,13.098
3354,13.102
3355,13.105
3356,13.109
3357,13.113
3358,13.117
3359,13.121
3360,13.125
3361,13.129
3362,13.133
3363,13.137
3364,13.141
3365,13.145
3366,13.148
3367,13.152
3368,13.156
3369,13.16
3370,13.164
3371,13.168
3372,13.172
3373,13.176
3374,13.18
3375,13.184
3376,13.188
3377,13.191
3378,13.195
3379,13.199
3380,13.203
3381,13.207
3382,13.211
3383,13.215
3384,13.219
3385,13.223
3386,13.227
3387,13.23
3388,13.234
3389,13.238
3390,13.242
3391,13.246
3392,13.25
3393,13.254
3394,13.258
3395,13.262
3396,13.266
3397,13.27
3398,13.273
3399,13.277
3400,13.281
3401,13.285
3402,13.289
3403,13.293
3404,13.297
3405,13.301
3406,13.305
3407,13.309
3408,13.312
3409,13.316
3410,13.32
3411,13.324
3412,13.328
3413,13.332
3414,13.336
3415,13.34
3416,13.344
3417,13.348
3418,13.352
3419,13.355
3420,13.359
3421,13.363
3422,13.367
3423,13.371
3424,13.375
3425,13.379
3426,13.383
3427,13.387
3428,13.391
3429,13.395
3430,13.398
3431,13.402
3432,13.406
3433,13.41
3434,13.414
3435,13.418
3436,13.422
3437,13.426
3438,13.43
3439,13.434
3440,13.438
3441,13.441
3442,13.445
3443,13.449
3444,13.453
3445,13.457
3446,13.461
3447,13.465
3448,13.469
3449,13.473
3450,13.477
3451,13.48
3452,13.484
3453,13.488
3454,13.492
3455,13.496
3456,13.5
3457,13.504
3458,13.508
3459,13.512
3460,13.516
3461,13.52
3462,13.523
3463,13.527
3464,13.531
3465,13.535
3466,13.539
3467,13.543
3468,13.547
3469,13.551
3470,13.555
3471,13.559
3472,13.562
3473,13.566
3474,13.57
3475,13.574
3476,13.578
3477,13.582
3478,13.586
3479,13.59
3480,13.594
3481,13.598
3482,13.602
3483,13.605
3484,13.609
3485,13.613
3486,13.617
3487,13.621
3488,13.625
3489,13.629
3490,13.633
3491,13.637
3492,13.641
3493,13.645
3494,13.648
3495,13.652
3496,13.656
3497,13.66
3498,13.664
3499,13.668
3500,13.672
3501,13.676
3502,13.68
3503,13.684
3504,13.688
3505,13.691
3506,13.695
3507,13.699
3508,13.703
3509,13.707
3510,13.711
3511,13.715
3512,13.719
3513,13.723
3514,13.727
3515,13.73
3516,13.734
3517,13.738
3518,13.742
3519,13.746
3520,13.75
3521,13.754
3522,13.758
3523,13.762
3524,13.766
3525,13.77
3526,13.773
3527,13.777
3528,13.781
3529,13.785
3530,13.789
3531,13.793
3532,13.797
3533,13.801
3534,13.805
3535,13.809
3536,13.812
3537,13.816
3538,13.82
3539,13.824
3540,13.828
3541,13.832
3542,13.836
3543,13.84
3544,13.844
3545,13.848
3546,13.852
3547,13.855
3548,13.859
3549,13.863
3550,13.867
3551,13.871
3552,13.875
3553,13.879
3554,13.883
3555,13.887
3556,13.891
3557,13.895
3558,13.898
3559,13.902
3560,13.906
3561,13.91
3562,13.914
3563,13.918
3564,13.922
3565,13.926
3566,13.93
3567,13.934
3568,13.938
3569,13.941
3570,13.945
3571,13.949
3572,13.953
3573,13.957
3574,13.961
3575,13.965
3576,13.969
3577,13.973
3578,13.977
3579,13.98
3580,13.984
3581,13.988
3582,13.992
3583,13.996
3584,14.0
3585,14.004
3586,14.008
3587,14.012
3588,14.016
3589,14.02
3590,14.023
3591,14.027
3592,14.031
3593,14.035
3594,14.039
3595,14.043
3596,14.047
3597,14.051
3598,14.055
3599,14.059
3600,14.062
3601,14.066
3602,14.07
3603,14.074
3604,14.078
3605,14.082
3606,14.086
3607,14.09
3608,14.094
3609,14.098
3610,14.102
3611,14.105
3612,14.109
3613,14.113
3614,14.117
3615,14.121
3616,14.125
3617,14.129
3618,14.133
3619,14.137
3620,14.141
3621,14.145
3622,14.148
3623,14.152
3624,14.156
3625,14.16
3626,14.164
3627,14.168
3628,14.172
3629,14.176
3630,14.18
3631,14.184
3632,14.188
3633,14.191
3634,14.195
3635,14.199
3636,14.203
3637,14.207
3638,14.211
3639,14.215
3640,14.219
3641,14.223
3642,14.227
3643,14.23
3644,14.234
3645,14.238
3646,14.242
3647,14.246
3648,14.25
3649,14.254
3650,14.258
3651,14.262
3652,14.266
3653,14.27
3654,14.273
3655,14.277
3656,14.281
3657,14.285
3658,14.289
3659,14.293
3660,14.297
3661,14.301
3662,14.305
3663,14.309
3664,14.312
3665,14.316
3666,14.32
3667,14.324
3668,14.328
3669,14.332
3670,14.336
3671,14.34
3672,14.344
3673,14.348
3674,14.352
3675,14.355
3676,14.359
3677,14.363
3678,14.367
3679,14.371
3680,14.375
3681,14.379
3682,14.383
3683,14.387
3684,14.391
3685,14.395
3686,14.398
3687,14.402
3688,14.406
3689,14.41
3690,14.414
3691,14.418
3692,14.422
3693,14.426
3694,14.43
3695,14.434
3696,14.438
3697,14.441
3698,14.445
3699,14.449
3700,14.453
3701,14.457
3702,14.461
3703,14.465
3704,14.469
3705,14.473
3706,14.477
3707,14.48
3708,14.484
3709,14.488
3710,14.492
3711,14.496
3712,14.5
3713,14.504
3714,14.508
3715,14.512
3716,14.516
3717,14.52
3718,14.523
3719,14.527
3720,14.531
3721,14.535
3722,14.539
3723,14.543
3724,14.547
3725,14.551
3726,14.555
3727,14.559
3728,14.562
3729,14.566
3730,14.57
3731,14.574
3732,14.578
3733,14.582
3734,14.586
3735,14.59
3736,14.594
3737,14.598
3738,14.602
3739,14.605
3740,14.609
3741,14.613
3742,14.617
3743,14.621
3744,14.625
3745,14.629
3746,14.633
3747,14.637
3748,14.641
3749,14.645
3750,14.648
3751,14.652
3752,14.656
3753,14.66
3754,14.664
3755,14.668
3756,14.672
3757,14.676
3758,14.68
3759,14.684
3760,14.688
3761,14.691
3762,14.695
3763,14.699
3764,14.703
3765,14.707
3766,14.711
3767,14.715
3768,14.719
3769,14.723
3770,14.727
3771,14.73
3772,14.734
3773,14.738
3774,14.742
3775,14.746
3776,14.75
3777,14.754
3778,14.758
3779,14.762
3780,14.766
3781,14.77
3782,14.773
3783,14.777
3784,14.781
3785,14.785
3786,14.789
3787,14.793
3788,14.797
3789,14.801
3790,14.805
3791,14.809
3792,14.812
3793,14.816
3794,14.82
3795,14.824
3796,14.828
3797,14.832
3798,14.836
3799,14.84
3800,14.844
3801,14.848
3802,14.852
3803,14.855
3804,14.859
