,X,Y,Z,W
0,-0.008097125801913858,-0.01096987380220337,0.007545793446499053,0.9998785723395492
1,-0.008097125801913858,-0.01096987380220337,0.007545793446499053,0.9998785723395492
2,-0.00814433045431915,-0.016378991201148677,0.0020474374989149207,0.9998305889141281
3,-0.011432685184132445,-0.01746374319121769,0.0008907023439864245,0.9997817351965211
4,-0.015268411685329131,-0.018540898191855757,-0.00028317176913093546,0.9997114736325659
5,-0.013665182433267599,-0.020154791309996548,-0.001910899733592427,0.9997016533138898
6,-0.01091651289685047,-0.019081292451279153,-0.0007535013031308655,0.9997580538612073
7,-0.008734507900883233,-0.01690166635627577,-0.0006928567787011797,0.9998187645746579
8,-0.007081539412851472,-0.014729177726377178,0.0004409324211608025,0.9998663454190512
9,-0.0054537691175391536,-0.011453302429086416,-6.24686936909688e-05,0.9999195339443785
10,-0.007605030789612569,-0.009296595635300754,0.0032014527698243406,0.9999227407737288
11,-0.007069360761214638,-0.005481019820180853,0.0037790743726057777,0.9999528494669362
12,-0.010332652789725689,-0.005510271573788318,0.005397234218173914,0.9999168680726939
13,-0.012511093005406974,-0.0060673885909916,0.005378341201575582,0.9998888602206828
14,-0.014113624394484521,-0.009371302512302488,0.006957847364514486,0.9998322722615663
15,-0.014127179877309425,-0.008810573134687309,0.005874958780929088,0.9998441285765872
16,-0.01740999811672907,-0.007729649623694486,0.005319877124706821,0.9998044025656464
17,-0.0233925999650966,-0.0104875993520633,0.00520932493904221,0.9996577711699061
18,-0.025022008324354875,-0.011586513749069766,0.005164729737571747,0.9996064112265872
19,-0.027173045639403336,-0.01220223128033039,0.007305184840766919,0.9995295720572268
20,-0.024971732095605128,-0.017065554588163744,0.006117813211798455,0.9995237625010474
21,-0.02388883061740366,-0.020835848201153844,0.004408957625142809,0.9994877449444448
22,-0.02165112166141821,-0.02413248551130642,0.006018038119346695,0.9994561697698624
23,-0.019432601016817225,-0.02740060597513877,0.006550992009683629,0.9994141610531674
24,-0.018293240362714132,-0.02634319350436106,0.008781778023452643,0.9994469840305547
25,-0.017766462371497385,-0.021996641363161987,0.009965965377269037,0.9995504890287648
26,-0.018284739707079983,-0.02040650375816553,0.012165363419664652,0.999550522400484
27,-0.018358417700500264,-0.017640595819246492,0.01003574355026298,0.9996254607252012
